tv_id,smuggle_url,success,rst,blockpage,timeout_afterhs,timeout_beforehs,other,cn_success_rate
CL-XX-XX-ab-ab-CL.TE,www.uyghurnet.org/,1,80,0,19,0,0,0.01
TE-e2-e2-XX-XX-TE.CL,www.uyghurnet.org/,1,76,0,23,0,0,0.01
TE-d3-XX-d3-XX-TE.CL,www.uyghurnet.org/,1,76,0,23,0,0,0.01
CL-a4-XX-XX-a4-CL.TE,freetibet.org/,1,72,0,27,0,0,0.01
TE-af-XX-XX-af-TE.CL,freetibet.org/,1,81,0,18,0,0,0.01
CL-XX-91-XX-91-CL.TE,freetibet.org/,1,71,0,28,0,0,0.01
TE-f5-XX-XX-f5-TE.CL,www.uyghurnet.org/,1,77,0,22,0,0,0.01
TE-09-XX-XX-09-TE.CL,freetibet.org/,1,81,0,18,0,0,0.01
CL-ab-XX-ab-XX-CL.TE,freetibet.org/,1,77,0,22,0,0,0.01
TE-endspacex-0a-CL.TE,www.uyghurnet.org/,1,81,0,18,0,0,0.01
CL-06-XX-06-XX-CL.TE,www.uyghurnet.org/,1,74,0,25,0,0,0.01
CL-XX-XX-ce-ce-CL.TE,www.uyghurnet.org/,1,80,0,19,0,0,0.01
TE-d8-d8-XX-XX-TE.CL,freetibet.org/,1,80,0,19,0,0,0.01
TE-8e-XX-XX-8e-TE.CL,freetibet.org/,1,70,0,29,0,0,0.01
CL-8f-XX-XX-8f-CL.TE,freetibet.org/,1,69,0,30,0,0,0.01
CL-XX-1e-XX-1e-CL.TE,freetibet.org/,1,66,0,33,0,0,0.01
CL-XX-c0-XX-c0-CL.TE,freetibet.org/,1,75,0,24,0,0,0.01
CL-c7-c7-XX-XX-CL.TE,www.uyghurnet.org/,1,70,0,29,0,0,0.01
TE-XX-ff-XX-ff-TE.CL,www.uyghurnet.org/,1,79,0,20,0,0,0.01
CL-be-be-XX-XX-CL.TE,freetibet.org/,1,73,0,26,0,0,0.01
CL-XX-fb-XX-fb-CL.TE,freetibet.org/,1,79,0,20,0,0,0.01
CL-XX-a6-XX-a6-CL.TE,freetibet.org/,1,71,0,28,0,0,0.01
CL-midspace-ff-CL.TE,freetibet.org/,1,69,0,30,0,0,0.01
TE-85-XX-XX-85-TE.CL,freetibet.org/,1,74,0,25,0,0,0.01
TE-96-96-XX-XX-TE.CL,freetibet.org/,1,70,0,29,0,0,0.01
TE-XX-99-99-XX-TE.CL,www.uyghurnet.org/,1,70,0,29,0,0,0.01
TE-XX-d7-XX-d7-TE.CL,freetibet.org/,1,67,0,32,0,0,0.01
TE-XX-fa-XX-fa-TE.CL,www.uyghurnet.org/,1,75,0,24,0,0,0.01
TE-XX-18-18-XX-TE.CL,www.uyghurnet.org/,1,72,0,27,0,0,0.01
CL-9b-XX-9b-XX-CL.TE,www.uyghurnet.org/,1,69,0,30,0,0,0.01
CL-a6-a6-XX-XX-CL.TE,www.uyghurnet.org/,1,68,0,31,0,0,0.01
TE-ed-ed-XX-XX-TE.CL,www.uyghurnet.org/,1,71,0,28,0,0,0.01
TE-10-XX-10-XX-TE.CL,freetibet.org/,1,64,0,35,0,0,0.01
CL-XX-f9-XX-f9-CL.TE,www.uyghurnet.org/,1,70,0,29,0,0,0.01
TE-83-83-XX-XX-TE.CL,www.uyghurnet.org/,1,74,0,25,0,0,0.01
CL-cc-XX-cc-XX-CL.TE,freetibet.org/,1,82,0,17,0,0,0.01
CL-b1-XX-XX-b1-CL.TE,freetibet.org/,1,77,0,22,0,0,0.01
CL-a5-XX-a5-XX-CL.TE,freetibet.org/,1,69,0,30,0,0,0.01
CL-endspacex-0d-CL.TE,freetibet.org/,1,73,0,26,0,0,0.01
CL-endspace-0b-CL.TE,freetibet.org/,1,76,0,23,0,0,0.01
CL-XX-XX-8d-8d-CL.TE,freetibet.org/,1,72,0,27,0,0,0.01
TE-b5-XX-b5-XX-TE.CL,www.uyghurnet.org/,1,69,0,30,0,0,0.01
TE-prespace-01-TE.CL,freetibet.org/,1,73,0,26,0,0,0.01
TE-XX-04-XX-04-TE.CL,freetibet.org/,1,80,0,19,0,0,0.01
TE-bf-bf-XX-XX-TE.CL,freetibet.org/,1,81,0,18,0,0,0.01
TE-1e-XX-XX-1e-TE.CL,freetibet.org/,1,85,0,14,0,0,0.01
CL-quoted-CL.TE,www.uyghurnet.org/,1,73,0,26,0,0,0.01
TE-rxprespace-ff-TE.CL,freetibet.org/,1,73,0,26,0,0,0.01
CL-xnprespace-1f-CL.TE,freetibet.org/,1,73,0,26,0,0,0.01
TE-a4-XX-a4-XX-TE.CL,freetibet.org/,1,73,0,26,0,0,0.01
CL-df-XX-XX-df-CL.TE,www.uyghurnet.org/,1,78,0,21,0,0,0.01
CL-ce-XX-XX-ce-CL.TE,freetibet.org/,1,83,0,16,0,0,0.01
TE-bd-XX-bd-XX-TE.CL,freetibet.org/,1,74,0,25,0,0,0.01
TE-df-df-XX-XX-TE.CL,www.uyghurnet.org/,1,77,0,22,0,0,0.01
CL-a8-a8-XX-XX-CL.TE,www.uyghurnet.org/,1,73,0,26,0,0,0.01
TE-b3-XX-b3-XX-TE.CL,www.uyghurnet.org/,1,74,0,25,0,0,0.01
CL-d5-XX-d5-XX-CL.TE,freetibet.org/,1,79,0,20,0,0,0.01
TE-f0-XX-f0-XX-TE.CL,freetibet.org/,1,77,0,22,0,0,0.01
TE-cb-cb-XX-XX-TE.CL,freetibet.org/,1,82,0,17,0,0,0.01
TE-XX-c4-XX-c4-TE.CL,www.uyghurnet.org/,1,80,0,19,0,0,0.01
TE-1c-XX-XX-1c-TE.CL,www.uyghurnet.org/,1,71,0,28,0,0,0.01
CL-XX-e0-e0-XX-CL.TE,freetibet.org/,1,79,0,20,0,0,0.01
TE-12-XX-XX-12-TE.CL,freetibet.org/,1,68,0,31,0,0,0.01
TE-XX-f6-f6-XX-TE.CL,www.uyghurnet.org/,1,67,0,32,0,0,0.01
TE-XX-e5-e5-XX-TE.CL,freetibet.org/,1,65,0,34,0,0,0.01
CL-XX-a7-a7-XX-CL.TE,www.uyghurnet.org/,1,75,0,24,0,0,0.01
TE-cc-XX-cc-XX-TE.CL,www.uyghurnet.org/,1,84,0,15,0,0,0.01
CL-ab-XX-XX-ab-CL.TE,www.uyghurnet.org/,1,75,0,24,0,0,0.01
CL-XX-e8-XX-e8-CL.TE,freetibet.org/,0,70,0,30,0,0,0.0
TE-bc-bc-XX-XX-TE.CL,www.uyghurnet.org/,0,72,0,28,0,0,0.0
CL-XX-d3-XX-d3-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
CL-ac-XX-XX-ac-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
TE-XX-0b-XX-0b-TE.CL,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-13-13-XX-XX-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-xnprespace-0b-CL.TE,freetibet.org/,0,76,0,24,0,0,0.0
CL-d1-XX-XX-d1-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-XX-94-XX-94-CL.TE,freetibet.org/,0,68,0,32,0,0,0.0
CL-XX-8e-XX-8e-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-XX-XX-fc-fc-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-XX-ad-ad-XX-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
TE-b2-b2-XX-XX-TE.CL,www.uyghurnet.org/,0,72,0,28,0,0,0.0
TE-XX-cc-XX-cc-TE.CL,freetibet.org/,0,71,0,29,0,0,0.0
CL-94-XX-XX-94-CL.TE,freetibet.org/,0,83,0,17,0,0,0.0
CL-XX-b6-XX-b6-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-XX-f7-XX-f7-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
TE-95-XX-XX-95-TE.CL,freetibet.org/,0,71,0,29,0,0,0.0
TE-1f-XX-1f-XX-TE.CL,freetibet.org/,0,78,0,22,0,0,0.0
CL-bb-bb-XX-XX-CL.TE,www.uyghurnet.org/,0,84,0,16,0,0,0.0
CL-XX-XX-ee-ee-CL.TE,freetibet.org/,0,68,0,32,0,0,0.0
TE-XX-e2-e2-XX-TE.CL,www.uyghurnet.org/,0,72,0,28,0,0,0.0
CL-XX-f3-XX-f3-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-b3-XX-XX-b3-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
TE-XX-14-14-XX-TE.CL,freetibet.org/,0,76,0,24,0,0,0.0
CL-89-XX-XX-89-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
CL-XX-99-99-XX-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
TE-a5-a5-XX-XX-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
CL-XX-e8-XX-e8-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-endspacerx-a0-CL.TE,freetibet.org/,0,79,0,21,0,0,0.0
CL-f3-XX-XX-f3-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-1c-XX-XX-1c-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-endspacex-7f-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-XX-0e-XX-0e-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
TE-XX-8d-XX-8d-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
TE-XX-af-af-XX-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
TE-XX-e3-e3-XX-TE.CL,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-d3-XX-d3-XX-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
TE-8c-XX-8c-XX-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-0c-XX-0c-XX-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-f5-XX-f5-XX-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
CL-cd-XX-XX-cd-CL.TE,www.uyghurnet.org/,0,75,0,25,0,0,0.0
TE-XX-d6-d6-XX-TE.CL,freetibet.org/,0,71,0,29,0,0,0.0
CL-XX-XX-a9-a9-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-bb-XX-bb-XX-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
CL-endspacexn-08-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
TE-aa-aa-XX-XX-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
CL-cb-XX-cb-XX-CL.TE,www.uyghurnet.org/,0,80,0,20,0,0,0.0
CL-XX-XX-7f-7f-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
TE-XX-d8-XX-d8-TE.CL,freetibet.org/,0,77,0,23,0,0,0.0
TE-19-XX-XX-19-TE.CL,freetibet.org/,0,71,0,29,0,0,0.0
CL-XX-f1-XX-f1-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
TE-16-XX-XX-16-TE.CL,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-endspacex-08-CL.TE,freetibet.org/,0,70,0,30,0,0,0.0
TE-81-81-XX-XX-TE.CL,freetibet.org/,0,67,0,33,0,0,0.0
CL-XX-f8-XX-f8-CL.TE,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-double-colon-CL.TE,freetibet.org/,0,67,0,33,0,0,0.0
TE-ea-ea-XX-XX-TE.CL,freetibet.org/,0,81,0,19,0,0,0.0
CL-fc-XX-XX-fc-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
CL-0e-0e-XX-XX-CL.TE,freetibet.org/,0,76,0,24,0,0,0.0
CL-endspacerx-0d-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-c0-c0-XX-XX-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
CL-XX-f4-f4-XX-CL.TE,freetibet.org/,0,82,0,18,0,0,0.0
CL-XX-XX-a1-a1-CL.TE,freetibet.org/,0,81,0,19,0,0,0.0
CL-11-XX-11-XX-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
TE-e9-e9-XX-XX-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
TE-ea-XX-ea-XX-TE.CL,www.uyghurnet.org/,0,82,0,18,0,0,0.0
CL-e3-XX-XX-e3-CL.TE,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-ce-XX-XX-ce-CL.TE,www.uyghurnet.org/,0,80,0,20,0,0,0.0
TE-f7-f7-XX-XX-TE.CL,www.uyghurnet.org/,0,71,0,29,0,0,0.0
TE-fc-XX-XX-fc-TE.CL,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-cc-XX-cc-XX-CL.TE,www.uyghurnet.org/,0,80,0,20,0,0,0.0
TE-d9-d9-XX-XX-TE.CL,freetibet.org/,0,70,0,30,0,0,0.0
TE-d4-d4-XX-XX-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
CL-endspace-0d-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
TE-XX-91-XX-91-TE.CL,freetibet.org/,0,70,0,30,0,0,0.0
CL-8b-XX-8b-XX-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-xprespace-a0-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-92-92-XX-XX-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
TE-accentTE-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
CL-cc-XX-XX-cc-CL.TE,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-b5-XX-b5-XX-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
TE-ee-XX-ee-XX-TE.CL,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-99-99-XX-XX-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
CL-XX-XX-d7-d7-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
CL-a1-XX-XX-a1-CL.TE,www.uyghurnet.org/,0,81,0,19,0,0,0.0
TE-XX-e4-e4-XX-TE.CL,www.uyghurnet.org/,0,78,0,22,0,0,0.0
TE-XX-d1-XX-d1-TE.CL,freetibet.org/,0,65,0,35,0,0,0.0
TE-XX-1b-1b-XX-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
TE-93-XX-93-XX-TE.CL,freetibet.org/,0,77,0,23,0,0,0.0
TE-f7-XX-XX-f7-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-XX-XX-f4-f4-CL.TE,freetibet.org/,0,70,0,30,0,0,0.0
TE-de-XX-de-XX-TE.CL,www.uyghurnet.org/,0,72,0,28,0,0,0.0
TE-revdualchunk-CL.TE,freetibet.org/,0,81,0,19,0,0,0.0
TE-8e-8e-XX-XX-TE.CL,freetibet.org/,0,81,0,19,0,0,0.0
CL-cf-XX-XX-cf-CL.TE,freetibet.org/,0,76,0,24,0,0,0.0
TE-f6-XX-XX-f6-TE.CL,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-cf-XX-cf-XX-CL.TE,www.uyghurnet.org/,0,82,0,18,0,0,0.0
TE-XX-8f-XX-8f-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-12-12-XX-XX-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
CL-ba-XX-XX-ba-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
TE-XX-b5-b5-XX-TE.CL,freetibet.org/,0,72,0,28,0,0,0.0
TE-XX-bb-bb-XX-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-XX-db-XX-db-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-XX-8d-8d-XX-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
TE-92-92-XX-XX-TE.CL,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-XX-8b-8b-XX-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-91-91-XX-XX-TE.CL,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-b8-XX-XX-b8-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
TE-8d-8d-XX-XX-TE.CL,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-midspace-01-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
TE-e7-e7-XX-XX-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
TE-XX-a5-XX-a5-TE.CL,freetibet.org/,0,70,0,30,0,0,0.0
CL-ea-XX-ea-XX-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
TE-XX-e6-XX-e6-TE.CL,freetibet.org/,0,70,0,30,0,0,0.0
TE-prespace-7f-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
CL-XX-XX-16-16-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
TE-ee-XX-XX-ee-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
TE-XX-09-XX-09-TE.CL,www.uyghurnet.org/,0,72,0,28,0,0,0.0
TE-XX-88-XX-88-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-XX-f7-XX-f7-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
TE-14-XX-14-XX-TE.CL,freetibet.org/,0,80,0,20,0,0,0.0
TE-8d-8d-XX-XX-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
CL-14-XX-14-XX-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
TE-XX-fe-XX-fe-TE.CL,freetibet.org/,0,76,0,24,0,0,0.0
CL-fb-fb-XX-XX-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-fb-XX-fb-XX-CL.TE,www.uyghurnet.org/,0,68,0,32,0,0,0.0
CL-XX-db-db-XX-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
TE-XX-81-XX-81-TE.CL,www.uyghurnet.org/,0,79,0,21,0,0,0.0
TE-a3-a3-XX-XX-TE.CL,freetibet.org/,0,68,0,32,0,0,0.0
CL-XX-XX-da-da-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-b4-XX-b4-XX-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-ff-ff-XX-XX-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
TE-XX-e0-e0-XX-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
TE-XX-dd-dd-XX-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
TE-tabprefix1-CL.TE,freetibet.org/,0,84,0,16,0,0,0.0
TE-f8-XX-XX-f8-TE.CL,www.uyghurnet.org/,0,69,0,31,0,0,0.0
TE-e0-XX-XX-e0-TE.CL,freetibet.org/,0,68,0,32,0,0,0.0
TE-postspace-0b-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-XX-c3-XX-c3-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-05-XX-XX-05-CL.TE,freetibet.org/,0,81,0,19,0,0,0.0
TE-underjoin1-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-e7-XX-e7-XX-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
CL-17-17-XX-XX-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
CL-ab-ab-XX-XX-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-XX-XX-ed-ed-CL.TE,www.uyghurnet.org/,0,80,0,20,0,0,0.0
CL-XX-XX-fb-fb-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
CL-ba-ba-XX-XX-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
CL-d5-d5-XX-XX-CL.TE,www.uyghurnet.org/,0,66,0,34,0,0,0.0
CL-prespace-0d-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
TE-XX-9d-9d-XX-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
TE-XX-bc-XX-bc-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
CL-rxprespace-0c-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
CL-XX-XX-1c-1c-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-89-XX-89-XX-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
CL-endspacexn-7f-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
TE-XX-98-XX-98-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
CL-d0-XX-d0-XX-CL.TE,freetibet.org/,0,78,0,22,0,0,0.0
TE-XX-d0-d0-XX-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-XX-20-XX-20-CL.TE,www.uyghurnet.org/,0,82,0,18,0,0,0.0
TE-b3-XX-XX-b3-TE.CL,freetibet.org/,0,78,0,22,0,0,0.0
CL-xnprespace-0d-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-0e-XX-XX-0e-CL.TE,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-postspace-04-TE.CL,www.uyghurnet.org/,0,78,0,22,0,0,0.0
TE-XX-fd-XX-fd-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-c3-XX-c3-XX-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
CL-endspacex-01-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
TE-XX-da-XX-da-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-XX-f7-XX-f7-TE.CL,www.uyghurnet.org/,0,80,0,20,0,0,0.0
TE-ac-XX-ac-XX-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-nameprefix1-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
CL-XX-d8-d8-XX-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
TE-XX-ed-XX-ed-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
CL-c8-XX-XX-c8-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
TE-f7-f7-XX-XX-TE.CL,freetibet.org/,0,81,0,19,0,0,0.0
TE-b7-XX-XX-b7-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-endspacerx-08-CL.TE,freetibet.org/,0,65,0,35,0,0,0.0
TE-xprespace-20-TE.CL,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-XX-XX-f7-f7-CL.TE,freetibet.org/,0,82,0,18,0,0,0.0
TE-91-91-XX-XX-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
TE-dd-dd-XX-XX-TE.CL,freetibet.org/,0,72,0,28,0,0,0.0
TE-prespace-20-TE.CL,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-endspace-01-CL.TE,freetibet.org/,0,81,0,19,0,0,0.0
CL-10-XX-XX-10-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
TE-prespace-0d-TE.CL,freetibet.org/,0,76,0,24,0,0,0.0
CL-XX-c6-c6-XX-CL.TE,freetibet.org/,0,68,0,32,0,0,0.0
TE-10-XX-XX-10-TE.CL,www.uyghurnet.org/,0,69,0,31,0,0,0.0
CL-XX-XX-9d-9d-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-endspacerx-0c-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-c9-c9-XX-XX-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
TE-bb-bb-XX-XX-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
CL-XX-13-XX-13-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
TE-f3-XX-f3-XX-TE.CL,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-XX-09-XX-09-CL.TE,www.uyghurnet.org/,0,69,0,31,0,0,0.0
TE-XX-d1-XX-d1-TE.CL,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-XX-ff-XX-ff-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
CL-e7-XX-XX-e7-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-13-XX-XX-13-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
TE-04-04-XX-XX-TE.CL,www.uyghurnet.org/,0,80,0,20,0,0,0.0
CL-0d-XX-0d-XX-CL.TE,www.uyghurnet.org/,0,69,0,31,0,0,0.0
CL-ac-XX-XX-ac-CL.TE,freetibet.org/,0,81,0,19,0,0,0.0
TE-XX-10-XX-10-TE.CL,www.uyghurnet.org/,0,80,0,20,0,0,0.0
TE-da-da-XX-XX-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
CL-d2-XX-XX-d2-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
TE-XX-a2-XX-a2-TE.CL,freetibet.org/,0,80,0,20,0,0,0.0
TE-e6-XX-XX-e6-TE.CL,freetibet.org/,0,69,0,31,0,0,0.0
TE-ed-XX-ed-XX-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
TE-f9-f9-XX-XX-TE.CL,freetibet.org/,0,72,0,28,0,0,0.0
TE-xnprespace-09-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
TE-d5-d5-XX-XX-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
TE-bb-XX-XX-bb-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
CL-XX-d7-d7-XX-CL.TE,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-d4-XX-XX-d4-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
TE-XX-12-12-XX-TE.CL,www.uyghurnet.org/,0,74,0,26,0,0,0.0
TE-9e-9e-XX-XX-TE.CL,www.uyghurnet.org/,0,70,0,30,0,0,0.0
TE-postspace-20-TE.CL,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-XX-XX-80-80-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
TE-df-df-XX-XX-TE.CL,freetibet.org/,0,71,0,29,0,0,0.0
CL-XX-XX-01-01-CL.TE,freetibet.org/,0,69,0,31,0,0,0.0
CL-XX-a0-a0-XX-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-9f-XX-9f-XX-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-XX-ad-XX-ad-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-87-XX-87-XX-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-fe-XX-XX-fe-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
CL-1f-XX-1f-XX-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-e9-XX-e9-XX-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-endspacex-0c-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
CL-XX-XX-f9-f9-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
TE-XX-cb-XX-cb-TE.CL,freetibet.org/,0,70,0,30,0,0,0.0
TE-XX-ed-ed-XX-TE.CL,www.uyghurnet.org/,0,65,0,35,0,0,0.0
CL-XX-XX-88-88-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
TE-1c-XX-1c-XX-TE.CL,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-XX-XX-c1-c1-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
CL-XX-d1-d1-XX-CL.TE,freetibet.org/,0,68,0,32,0,0,0.0
CL-0c-0c-XX-XX-CL.TE,freetibet.org/,0,78,0,22,0,0,0.0
TE-19-XX-XX-19-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
