tv_id,smuggle_url,success,rst,blockpage,timeout_afterhs,timeout_beforehs,other,cn_success_rate
TE-9f-XX-9f-XX-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-b8-XX-b8-XX-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-XX-XX-82-82-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
CL-XX-13-XX-13-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
CL-XX-b6-b6-XX-CL.TE,freetibet.org/,0,78,0,22,0,0,0.0
TE-d6-XX-XX-d6-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
TE-XX-cb-cb-XX-TE.CL,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-e1-XX-e1-XX-CL.TE,freetibet.org/,0,81,0,19,0,0,0.0
CL-XX-c1-c1-XX-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
CL-xprespace-0d-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
CL-0c-XX-XX-0c-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
CL-XX-XX-19-19-CL.TE,www.uyghurnet.org/,0,68,0,32,0,0,0.0
TE-XX-93-93-XX-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
TE-12-XX-12-XX-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-XX-f6-XX-f6-TE.CL,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-c9-XX-c9-XX-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
CL-90-XX-90-XX-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
CL-XX-XX-a1-a1-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-b1-XX-b1-XX-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
TE-XX-e3-XX-e3-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
CL-cd-XX-cd-XX-CL.TE,freetibet.org/,0,78,0,22,0,0,0.0
CL-midspace-0d-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
CL-ef-ef-XX-XX-CL.TE,freetibet.org/,0,70,0,30,0,0,0.0
TE-XX-09-09-XX-TE.CL,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-f1-XX-f1-XX-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
TE-fc-XX-XX-fc-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
TE-c7-XX-c7-XX-TE.CL,www.uyghurnet.org/,0,64,0,36,0,0,0.0
TE-fb-fb-XX-XX-TE.CL,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-8f-8f-XX-XX-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-88-XX-88-XX-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
TE-e1-XX-e1-XX-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
CL-XX-dd-XX-dd-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-8b-8b-XX-XX-TE.CL,freetibet.org/,0,71,0,29,0,0,0.0
CL-XX-XX-94-94-CL.TE,www.uyghurnet.org/,0,68,0,32,0,0,0.0
CL-XX-20-20-XX-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
TE-XX-ba-XX-ba-TE.CL,freetibet.org/,0,68,0,32,0,0,0.0
TE-d5-d5-XX-XX-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
TE-XX-8e-XX-8e-TE.CL,freetibet.org/,0,76,0,24,0,0,0.0
CL-XX-f6-f6-XX-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
TE-e8-XX-XX-e8-TE.CL,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-c4-XX-c4-XX-CL.TE,www.uyghurnet.org/,0,80,0,20,0,0,0.0
TE-af-af-XX-XX-TE.CL,freetibet.org/,0,62,0,38,0,0,0.0
TE-XX-a0-a0-XX-TE.CL,freetibet.org/,0,67,0,33,0,0,0.0
TE-02-XX-XX-02-TE.CL,www.uyghurnet.org/,0,70,0,30,0,0,0.0
TE-15-XX-XX-15-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-aa-aa-XX-XX-TE.CL,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-XX-e8-e8-XX-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
TE-spacejoin1-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
CL-XX-d7-XX-d7-CL.TE,www.uyghurnet.org/,0,69,0,31,0,0,0.0
TE-c5-XX-XX-c5-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-XX-ee-XX-ee-TE.CL,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-b6-XX-b6-XX-CL.TE,freetibet.org/,0,79,0,21,0,0,0.0
CL-XX-19-XX-19-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
TE-XX-0c-XX-0c-TE.CL,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-midspace-7f-CL.TE,www.uyghurnet.org/,0,68,0,32,0,0,0.0
TE-XX-82-XX-82-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
CL-accentTE-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
TE-XX-c0-c0-XX-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-b4-b4-XX-XX-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-XX-f8-f8-XX-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
CL-XX-d0-XX-d0-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
TE-c4-XX-XX-c4-TE.CL,freetibet.org/,0,82,0,18,0,0,0.0
CL-XX-XX-c8-c8-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
TE-XX-c8-c8-XX-TE.CL,freetibet.org/,0,72,0,28,0,0,0.0
CL-XX-f2-f2-XX-CL.TE,freetibet.org/,0,68,0,32,0,0,0.0
CL-XX-ce-ce-XX-CL.TE,www.uyghurnet.org/,0,82,0,18,0,0,0.0
CL-XX-XX-91-91-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-b0-b0-XX-XX-CL.TE,freetibet.org/,0,69,0,31,0,0,0.0
CL-98-98-XX-XX-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
TE-XX-a5-XX-a5-TE.CL,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-c7-XX-XX-c7-CL.TE,freetibet.org/,0,68,0,32,0,0,0.0
CL-XX-05-05-XX-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
TE-e8-XX-e8-XX-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
CL-XX-05-XX-05-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
TE-de-de-XX-XX-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
TE-04-XX-04-XX-TE.CL,freetibet.org/,0,71,0,29,0,0,0.0
TE-88-XX-88-XX-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-XX-8f-8f-XX-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
TE-a7-XX-XX-a7-TE.CL,freetibet.org/,0,81,0,19,0,0,0.0
TE-XX-1c-1c-XX-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-XX-XX-c7-c7-CL.TE,freetibet.org/,0,86,0,14,0,0,0.0
CL-XX-d1-XX-d1-CL.TE,freetibet.org/,0,70,0,30,0,0,0.0
CL-rxprespace-1f-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-XX-96-XX-96-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-XX-c3-XX-c3-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
TE-XX-b6-XX-b6-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
TE-XX-ad-XX-ad-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
CL-b6-b6-XX-XX-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
TE-9c-XX-9c-XX-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-XX-XX-ff-ff-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-08-XX-08-XX-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-XX-XX-e3-e3-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-midspace-0d-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
TE-ea-ea-XX-XX-TE.CL,www.uyghurnet.org/,0,76,0,24,0,0,0.0
TE-bc-XX-bc-XX-TE.CL,freetibet.org/,0,78,0,22,0,0,0.0
CL-XX-fd-fd-XX-CL.TE,freetibet.org/,0,79,0,21,0,0,0.0
TE-f4-f4-XX-XX-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-b4-b4-XX-XX-TE.CL,freetibet.org/,0,69,0,31,0,0,0.0
CL-endspacexn-0b-CL.TE,freetibet.org/,0,79,0,21,0,0,0.0
TE-f4-XX-XX-f4-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
TE-XX-f3-f3-XX-TE.CL,freetibet.org/,0,81,0,19,0,0,0.0
CL-XX-98-98-XX-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
TE-XX-d6-XX-d6-TE.CL,www.uyghurnet.org/,0,86,0,14,0,0,0.0
CL-8d-XX-XX-8d-CL.TE,freetibet.org/,0,70,0,30,0,0,0.0
CL-b4-XX-XX-b4-CL.TE,freetibet.org/,0,76,0,24,0,0,0.0
CL-0b-XX-0b-XX-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
CL-XX-XX-bf-bf-CL.TE,www.uyghurnet.org/,0,75,0,25,0,0,0.0
TE-c9-XX-c9-XX-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-midspace-0b-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
TE-ef-XX-ef-XX-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
CL-e7-XX-XX-e7-CL.TE,freetibet.org/,0,83,0,17,0,0,0.0
TE-rxprespace-09-TE.CL,freetibet.org/,0,77,0,23,0,0,0.0
CL-8c-8c-XX-XX-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
CL-XX-b7-b7-XX-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-e1-XX-XX-e1-CL.TE,freetibet.org/,0,81,0,19,0,0,0.0
CL-XX-a9-a9-XX-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-XX-f3-XX-f3-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
CL-XX-e7-e7-XX-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
TE-dc-XX-dc-XX-TE.CL,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-xnprespace-0c-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
CL-valueprefix1-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-d1-XX-XX-d1-CL.TE,freetibet.org/,0,79,0,21,0,0,0.0
TE-cd-XX-XX-cd-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
TE-rxprespace-04-TE.CL,freetibet.org/,0,70,0,30,0,0,0.0
TE-XX-11-11-XX-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
CL-contentEnc-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
CL-fc-XX-fc-XX-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
CL-cd-XX-cd-XX-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-a1-XX-a1-XX-CL.TE,freetibet.org/,0,76,0,24,0,0,0.0
TE-space1-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-XX-XX-7f-7f-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
CL-XX-a5-XX-a5-CL.TE,www.uyghurnet.org/,0,82,0,18,0,0,0.0
TE-XX-82-XX-82-TE.CL,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-xprespace-08-CL.TE,freetibet.org/,0,67,0,33,0,0,0.0
CL-XX-97-XX-97-CL.TE,freetibet.org/,0,76,0,24,0,0,0.0
CL-8e-XX-XX-8e-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
TE-XX-1b-XX-1b-TE.CL,freetibet.org/,0,78,0,22,0,0,0.0
TE-XX-94-94-XX-TE.CL,www.uyghurnet.org/,0,69,0,31,0,0,0.0
TE-ac-XX-ac-XX-TE.CL,freetibet.org/,0,66,0,34,0,0,0.0
TE-xprespace-20-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
CL-endspace-0b-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-89-XX-XX-89-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
CL-9d-XX-XX-9d-CL.TE,freetibet.org/,0,76,0,24,0,0,0.0
CL-d8-XX-XX-d8-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
CL-XX-9a-9a-XX-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
TE-XX-b6-b6-XX-TE.CL,www.uyghurnet.org/,0,71,0,29,0,0,0.0
TE-dc-dc-XX-XX-TE.CL,www.uyghurnet.org/,0,72,0,28,0,0,0.0
CL-XX-db-XX-db-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-XX-XX-a2-a2-CL.TE,freetibet.org/,0,65,0,35,0,0,0.0
TE-XX-09-09-XX-TE.CL,freetibet.org/,0,86,0,14,0,0,0.0
CL-99-XX-99-XX-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-XX-14-XX-14-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
TE-8b-8b-XX-XX-TE.CL,www.uyghurnet.org/,0,78,0,22,0,0,0.0
TE-83-XX-83-XX-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-XX-b6-b6-XX-TE.CL,freetibet.org/,0,77,0,23,0,0,0.0
TE-XX-9b-9b-XX-TE.CL,freetibet.org/,0,71,0,29,0,0,0.0
TE-xnprespace-0d-CL.TE,www.uyghurnet.org/,0,82,0,18,0,0,0.0
CL-XX-XX-ff-ff-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
TE-1b-XX-XX-1b-TE.CL,freetibet.org/,0,76,0,24,0,0,0.0
TE-9b-XX-XX-9b-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
CL-XX-09-XX-09-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
CL-XX-b8-b8-XX-CL.TE,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-10-10-XX-XX-TE.CL,freetibet.org/,0,85,0,15,0,0,0.0
CL-XX-f6-f6-XX-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
CL-XX-01-01-XX-CL.TE,www.uyghurnet.org/,0,81,0,19,0,0,0.0
TE-a3-XX-XX-a3-TE.CL,freetibet.org/,0,69,0,31,0,0,0.0
CL-XX-XX-f2-f2-CL.TE,www.uyghurnet.org/,0,84,0,16,0,0,0.0
CL-dd-XX-XX-dd-CL.TE,freetibet.org/,0,79,0,21,0,0,0.0
TE-09-XX-09-XX-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
CL-rxprespace-ff-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
TE-XX-16-XX-16-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-bd-XX-XX-bd-TE.CL,freetibet.org/,0,67,0,33,0,0,0.0
CL-XX-XX-f4-f4-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-da-XX-da-XX-TE.CL,freetibet.org/,0,83,0,17,0,0,0.0
CL-XX-b5-b5-XX-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-XX-XX-ac-ac-CL.TE,www.uyghurnet.org/,0,84,0,16,0,0,0.0
CL-XX-de-de-XX-CL.TE,freetibet.org/,0,68,0,32,0,0,0.0
CL-8d-XX-8d-XX-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-cc-XX-XX-cc-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
TE-a9-XX-a9-XX-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-XX-XX-b0-b0-CL.TE,freetibet.org/,0,78,0,22,0,0,0.0
TE-fc-XX-fc-XX-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
CL-XX-b1-b1-XX-CL.TE,freetibet.org/,0,76,0,24,0,0,0.0
TE-XX-aa-XX-aa-TE.CL,www.uyghurnet.org/,0,72,0,28,0,0,0.0
TE-fb-XX-fb-XX-TE.CL,www.uyghurnet.org/,0,72,0,28,0,0,0.0
TE-88-88-XX-XX-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
TE-xprespace-09-TE.CL,freetibet.org/,0,77,0,23,0,0,0.0
CL-XX-8b-XX-8b-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-prespace-0b-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
CL-0e-XX-0e-XX-CL.TE,freetibet.org/,0,79,0,21,0,0,0.0
CL-c0-XX-XX-c0-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
TE-a0-XX-XX-a0-TE.CL,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-endspacexn-ff-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
TE-xnprespace-ff-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
CL-XX-b3-b3-XX-CL.TE,freetibet.org/,0,76,0,24,0,0,0.0
CL-XX-XX-9c-9c-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
TE-ab-XX-ab-XX-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
CL-XX-XX-f1-f1-CL.TE,freetibet.org/,0,81,0,19,0,0,0.0
TE-a9-XX-a9-XX-TE.CL,freetibet.org/,0,69,0,31,0,0,0.0
CL-ee-XX-ee-XX-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
CL-bd-XX-bd-XX-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-be-XX-XX-be-TE.CL,www.uyghurnet.org/,0,82,0,18,0,0,0.0
CL-XX-XX-b6-b6-CL.TE,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-XX-XX-c7-c7-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
TE-xnprespace-ff-CL.TE,www.uyghurnet.org/,0,73,0,27,0,0,0.0
TE-XX-d5-XX-d5-TE.CL,www.uyghurnet.org/,0,67,0,33,0,0,0.0
TE-fb-XX-fb-XX-TE.CL,freetibet.org/,0,76,0,24,0,0,0.0
CL-XX-XX-a7-a7-CL.TE,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-9a-9a-XX-XX-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
CL-XX-19-19-XX-CL.TE,www.uyghurnet.org/,0,81,0,19,0,0,0.0
CL-06-XX-06-XX-CL.TE,freetibet.org/,0,79,0,21,0,0,0.0
CL-accentTE-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
CL-20-XX-XX-20-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
TE-XX-88-88-XX-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
TE-XX-cd-cd-XX-TE.CL,freetibet.org/,0,77,0,23,0,0,0.0
CL-XX-XX-8a-8a-CL.TE,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-XX-b5-XX-b5-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
CL-bb-XX-XX-bb-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-XX-eb-eb-XX-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
CL-e2-XX-XX-e2-CL.TE,www.uyghurnet.org/,0,81,0,19,0,0,0.0
TE-df-XX-df-XX-TE.CL,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-88-XX-XX-88-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-d4-d4-XX-XX-CL.TE,freetibet.org/,0,67,0,33,0,0,0.0
TE-basic-CL.TE,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-f1-XX-XX-f1-CL.TE,www.uyghurnet.org/,0,66,0,34,0,0,0.0
CL-prespace-0c-CL.TE,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-88-88-XX-XX-CL.TE,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-linewrapped1-CL.TE,freetibet.org/,0,72,0,28,0,0,0.0
CL-dc-XX-dc-XX-CL.TE,www.uyghurnet.org/,0,68,0,32,0,0,0.0
TE-06-06-XX-XX-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
CL-XX-df-XX-df-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
CL-e4-XX-e4-XX-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
TE-ec-ec-XX-XX-TE.CL,www.uyghurnet.org/,0,78,0,22,0,0,0.0
CL-XX-10-10-XX-CL.TE,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-XX-XX-f3-f3-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
TE-postspace-7f-TE.CL,freetibet.org/,0,80,0,20,0,0,0.0
TE-fa-XX-fa-XX-TE.CL,freetibet.org/,0,73,0,27,0,0,0.0
CL-09-XX-XX-09-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
CL-9b-XX-XX-9b-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
CL-19-19-XX-XX-CL.TE,freetibet.org/,0,76,0,24,0,0,0.0
CL-XX-b4-XX-b4-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
CL-a1-XX-XX-a1-CL.TE,freetibet.org/,0,67,0,33,0,0,0.0
CL-rxprespace-20-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
CL-endspacerx-08-CL.TE,www.uyghurnet.org/,0,78,0,22,0,0,0.0
TE-cd-XX-cd-XX-TE.CL,freetibet.org/,0,78,0,22,0,0,0.0
TE-XX-95-XX-95-TE.CL,freetibet.org/,0,69,0,31,0,0,0.0
TE-XX-8d-XX-8d-TE.CL,www.uyghurnet.org/,0,81,0,19,0,0,0.0
TE-14-14-XX-XX-TE.CL,freetibet.org/,0,77,0,23,0,0,0.0
TE-b1-b1-XX-XX-TE.CL,freetibet.org/,0,76,0,24,0,0,0.0
CL-c5-XX-XX-c5-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
TE-c6-XX-c6-XX-TE.CL,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-XX-fc-fc-XX-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
TE-9f-XX-9f-XX-TE.CL,freetibet.org/,0,76,0,24,0,0,0.0
CL-XX-1e-1e-XX-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
CL-a8-XX-XX-a8-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
CL-c0-XX-c0-XX-CL.TE,www.uyghurnet.org/,0,77,0,23,0,0,0.0
CL-95-95-XX-XX-CL.TE,freetibet.org/,0,80,0,20,0,0,0.0
CL-91-91-XX-XX-CL.TE,www.uyghurnet.org/,0,68,0,32,0,0,0.0
CL-a0-XX-XX-a0-CL.TE,freetibet.org/,0,70,0,30,0,0,0.0
TE-9c-XX-XX-9c-TE.CL,www.uyghurnet.org/,0,76,0,24,0,0,0.0
TE-XX-0d-XX-0d-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
TE-d2-XX-d2-XX-TE.CL,freetibet.org/,0,82,0,18,0,0,0.0
CL-XX-XX-b8-b8-CL.TE,www.uyghurnet.org/,0,80,0,20,0,0,0.0
TE-18-XX-XX-18-TE.CL,freetibet.org/,0,75,0,25,0,0,0.0
CL-eb-XX-eb-XX-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
CL-XX-18-XX-18-CL.TE,freetibet.org/,0,66,0,34,0,0,0.0
TE-0f-0f-XX-XX-TE.CL,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-cc-cc-XX-XX-CL.TE,www.uyghurnet.org/,0,64,0,36,0,0,0.0
CL-e9-e9-XX-XX-CL.TE,www.uyghurnet.org/,0,75,0,25,0,0,0.0
CL-XX-cf-XX-cf-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
CL-db-XX-db-XX-CL.TE,www.uyghurnet.org/,0,72,0,28,0,0,0.0
CL-XX-XX-d9-d9-CL.TE,www.uyghurnet.org/,0,75,0,25,0,0,0.0
TE-1b-1b-XX-XX-TE.CL,www.uyghurnet.org/,0,70,0,30,0,0,0.0
CL-XX-99-XX-99-CL.TE,www.uyghurnet.org/,0,82,0,18,0,0,0.0
TE-XX-0f-0f-XX-TE.CL,www.uyghurnet.org/,0,77,0,23,0,0,0.0
TE-XX-89-XX-89-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
TE-XX-f1-XX-f1-TE.CL,www.uyghurnet.org/,0,79,0,21,0,0,0.0
TE-b8-XX-b8-XX-TE.CL,freetibet.org/,0,74,0,26,0,0,0.0
CL-XX-11-XX-11-CL.TE,www.uyghurnet.org/,0,76,0,24,0,0,0.0
CL-XX-06-XX-06-CL.TE,freetibet.org/,0,71,0,29,0,0,0.0
CL-XX-e3-e3-XX-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
TE-XX-c1-XX-c1-TE.CL,freetibet.org/,0,77,0,23,0,0,0.0
TE-XX-14-XX-14-TE.CL,freetibet.org/,0,78,0,22,0,0,0.0
TE-rxprespace-a0-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
CL-XX-9f-9f-XX-CL.TE,freetibet.org/,0,77,0,23,0,0,0.0
TE-rxprespace-09-TE.CL,www.uyghurnet.org/,0,69,0,31,0,0,0.0
CL-a6-a6-XX-XX-CL.TE,freetibet.org/,0,75,0,25,0,0,0.0
CL-14-14-XX-XX-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
TE-b6-XX-b6-XX-TE.CL,freetibet.org/,0,71,0,29,0,0,0.0
CL-a2-a2-XX-XX-CL.TE,freetibet.org/,0,74,0,26,0,0,0.0
TE-8c-XX-XX-8c-TE.CL,www.uyghurnet.org/,0,73,0,27,0,0,0.0
CL-XX-XX-a3-a3-CL.TE,www.uyghurnet.org/,0,82,0,18,0,0,0.0
CL-XX-XX-11-11-CL.TE,www.uyghurnet.org/,0,71,0,29,0,0,0.0
TE-13-XX-XX-13-TE.CL,freetibet.org/,0,77,0,23,0,0,0.0
TE-XX-0d-0d-XX-TE.CL,freetibet.org/,0,65,0,35,0,0,0.0
CL-aa-XX-aa-XX-CL.TE,www.uyghurnet.org/,0,70,0,30,0,0,0.0
TE-XX-ca-ca-XX-TE.CL,freetibet.org/,0,79,0,21,0,0,0.0
TE-1e-XX-1e-XX-TE.CL,www.uyghurnet.org/,0,62,0,38,0,0,0.0
CL-endspacerx-0a-CL.TE,freetibet.org/,0,73,0,27,0,0,0.0
TE-f8-f8-XX-XX-TE.CL,freetibet.org/,0,71,0,29,0,0,0.0
TE-a5-XX-XX-a5-TE.CL,www.uyghurnet.org/,0,79,0,21,0,0,0.0
CL-e4-XX-XX-e4-CL.TE,freetibet.org/,0,78,0,22,0,0,0.0
CL-XX-ae-ae-XX-CL.TE,www.uyghurnet.org/,0,74,0,26,0,0,0.0
TE-be-be-XX-XX-TE.CL,freetibet.org/,0,70,0,30,0,0,0.0
